,question,label
0,What is the significance of Damascus in Syrian history?,no_rag
1,Can you describe a traditional Syrian meal?,no_rag
2,What is the name of Syria's national dish?,no_rag
3,How does Syria celebrate Eid al-Fitr?,no_rag
4,What is the role of olives in Syrian cuisine?,no_rag
5,Can you tell me about a famous Syrian poet?,no_rag
6,What is the name of Syria's highest mountain?,no_rag
7,How does Syrian architecture reflect its history?,no_rag
8,What is the significance of the Euphrates River in Syria?,no_rag
9,Can you explain the concept of hospitality in Syrian culture?,no_rag
10,What is a popular Syrian dessert?,no_rag
11,How does Syria celebrate New Year?,no_rag
12,What is the name of Syria's national flower?,no_rag
13,Can you describe a traditional Syrian wedding?,no_rag
14,What is the significance of Aleppo in Syrian history?,no_rag
15,How does Syrian music reflect its cultural heritage?,no_rag
16,What is the name of Syria's largest city?,no_rag
17,Can you tell me about a famous Syrian historical figure?,no_rag
18,What is the significance of the Syrian desert?,no_rag
19,How does Syrian cuisine differ from other Middle Eastern cuisines?,no_rag
20,What is the name of Syria's national animal?,no_rag
21,Can you describe a traditional Syrian dance?,no_rag
22,What is the significance of the ancient city of Palmyra?,no_rag
23,How does Syrian art reflect its cultural identity?,no_rag
24,What is the name of Syria's national bird?,no_rag
25,Can you tell me about a famous Syrian landmark?,no_rag
26,What is the significance of the Orontes River in Syria?,no_rag
27,How does Syrian literature reflect its cultural heritage?,no_rag
28,What is the name of Syria's national tree?,no_rag
29,Can you describe a traditional Syrian festival?,no_rag
30,What is the significance of the city of Homs in Syrian history?,no_rag
31,How does Syrian cuisine use spices?,no_rag
32,What is the name of Syria's national sport?,no_rag
33,Can you tell me about a famous Syrian scientist?,no_rag
34,What is the significance of the city of Latakia in Syria?,no_rag
35,How does Syrian culture view family?,no_rag
36,What is the name of Syria's national holiday?,no_rag
37,Can you describe a traditional Syrian instrument?,no_rag
38,What is the significance of the city of Tartous in Syria?,no_rag
39,How does Syrian cuisine use olives?,no_rag
40,What is the name of Syria's national anthem?,no_rag
41,Can you tell me about a famous Syrian artist?,no_rag
42,What is the significance of the city of Deir ez-Zor in Syria?,no_rag
43,How does Syrian culture celebrate birthdays?,no_rag
44,What is the name of Syria's national museum?,no_rag
45,Can you describe a traditional Syrian game?,no_rag
46,What is the significance of the city of Qamishli in Syria?,no_rag
47,How does Syrian cuisine use chickpeas?,no_rag
48,What is the name of Syria's national flag colors?,no_rag
49,Can you tell me about a famous Syrian invention?,no_rag
50,What is the significance of the city of Hasakah in Syria?,no_rag
51,How does Syrian culture view education?,no_rag
52,What is the name of Syria's national emblem?,no_rag
53,Can you describe a traditional Syrian craft?,no_rag
54,What is the significance of the city of Raqqa in Syria?,no_rag
55,How does Syrian cuisine use pomegranates?,no_rag
56,What is the name of Syria's national airline?,no_rag
57,Can you tell me about a famous Syrian athlete?,no_rag
58,What is the significance of the city of Idlib in Syria?,no_rag
59,How does Syrian culture view hospitality?,no_rag
60,What is the name of Syria's national currency?,no_rag
61,Can you describe a traditional Syrian song?,no_rag
62,What is the significance of the city of Daraa in Syria?,no_rag
63,How does Syrian cuisine use sumac?,no_rag
64,What is the name of Syria's national day?,no_rag
65,Can you tell me about a famous Syrian actress?,no_rag
66,What is the significance of the city of Sweida in Syria?,no_rag
67,How does Syrian culture celebrate Christmas?,no_rag
68,What is the name of Syria's national park?,no_rag
69,Can you describe a traditional Syrian story?,no_rag
70,What is the significance of the city of Hama in Syria?,no_rag
71,How does Syrian cuisine use za'atar?,no_rag
72,What is the name of Syria's national dish?,no_rag
73,Can you tell me about a famous Syrian musician?,no_rag
74,What is the significance of the city of Aleppo in Syria?,no_rag
75,How does Syrian culture view respect for elders?,no_rag
76,What is the name of Syria's national flower?,no_rag
77,Can you describe a traditional Syrian proverb?,no_rag
78,What is the significance of the city of Damascus in Syria?,no_rag
79,How does Syrian cuisine use garlic?,no_rag
80,What is the name of Syria's national bird?,no_rag
81,Can you tell me about a famous Syrian writer?,no_rag
82,What is the significance of the city of Palmyra in Syria?,no_rag
83,How does Syrian culture view marriage?,no_rag
84,What is the name of Syria's national animal?,no_rag
85,Can you describe a traditional Syrian dance move?,no_rag
86,What is the significance of the city of Bosra in Syria?,no_rag
87,How does Syrian cuisine use lemon juice?,no_rag
88,What is the name of Syria's national tree?,no_rag
89,Can you tell me about a famous Syrian historical site?,no_rag
90,What is the significance of the city of Shahba in Syria?,no_rag
91,How does Syrian culture view friendship?,no_rag
92,What is the name of Syria's national holiday?,no_rag
93,Can you describe a traditional Syrian dessert?,no_rag
94,What is the significance of the city of Maaloula in Syria?,no_rag
95,How does Syrian cuisine use olive oil?,no_rag
96,What is the name of Syria's national sport?,no_rag
97,Can you tell me about a famous Syrian scientist?,no_rag
98,What is the significance of the city of Sednaya in Syria?,no_rag
99,How does Syrian culture view family gatherings?,no_rag
