,question,label
0,What's a traditional Syrian dish?,no_rag
1,Can you describe a typical Syrian wedding?,no_rag
2,How are you?,no_rag
3,What’s your favorite Syrian food?,no_rag
4,What do Syrians typically do during Eid?,no_rag
5,How is Nowruz celebrated in Syria?,no_rag
6,Good morning!,no_rag
7,That's interesting!,no_rag
8,What famous people are from Syria?,no_rag
9,What kind of traditional music does Syria have?,no_rag
10,What sports are popular in Syria?,no_rag
11,What are common greetings in Syria?,no_rag
12,Can you tell me about a Syrian holiday?,no_rag
13,What's a popular sport in Syria?,no_rag
14,How do people in Syria celebrate New Year?,no_rag
15,What's a traditional Syrian instrument?,no_rag
16,What are some social customs in Syria?,no_rag
17,What's the significance of the Euphrates River in Syria?,no_rag
18,Can you describe a traditional Syrian outfit?,no_rag
19,What are some common Syrian proverbs?,no_rag
